1.395	0.0001106	0.088
1.3915	0.0007056	0.088
1.388	0.001267	0.088
1.381	0.0022953	0.088
1.374	0.003206	0.088
1.367	0.0039928	0.088
1.36	0.0046319	0.088
1.353	0.0050778	0.088
1.346	0.0052514	0.088
1.3425	0.0051989	0.088
1.339	0.0050204	0.088
1.3355	0.0046774	0.088
1.332	0.0040971	0.088
1.33025	0.003675	0.088
1.3285	0.0031101	0.088
1.32675	0.0022876	0.088
1.325875	0.0016569	0.088
1.325	0	0.088
1.325875	-0.0016569	0.088
1.32675	-0.0022876	0.088
1.3285	-0.0031101	0.088
1.33025	-0.003675	0.088
1.332	-0.0040971	0.088
1.3355	-0.0046774	0.088
1.339	-0.0050204	0.088
1.3425	-0.0051989	0.088
1.346	-0.0052514	0.088
1.353	-0.0050778	0.088
1.36	-0.0046319	0.088
1.367	-0.0039928	0.088
1.374	-0.003206	0.088
1.381	-0.0022953	0.088
1.388	-0.001267	0.088
1.3915	-0.0007056	0.088
1.395	-0.0001106	0.088
