0.176	0	0
0.175422368	0.000061248	0
0.17372344	0.000264	0
0.170976256	0.000639408	0
0.167261776	0.001192928	0
0.16266624	0.001912944	0
0.157277824	0.00277552	0
0.151185056	0.003747744	0
0.144476816	0.00479072	0
0.137240224	0.005859216	0
0.129552544	0.006903952	0
0.121480656	0.007888144	0
0.113096016	0.008789616	0
0.104476416	0.009595344	0
0.095713552	0.010300048	0
0.086911968	0.010887536	0
0.078163536	0.011328416	0
0.06954552	0.011608608	0
0.061145744	0.01172248	0
0.05304728	0.011654368	0
0.045314544	0.011399344	0
0.038020752	0.010968496	0
0.03123824	0.010360064	0
0.025020688	0.009578096	0
0.019417024	0.008637024	0
0.01447072	0.007555328	0
0.010217328	0.006354832	0
0.006681488	0.005065984	0
0.003882032	0.003727152	0
0.001826352	0.002392192	0
0.000529232	0.001138192	0
0.000325424	0.000845328	0
0.000143264	0.000515152	0
0.000031856	0.000213664	0
0.00000088	0.00003256	0
0.000014432	-0.000124608	0
0.000085888	-0.00026928	0
0.00021208	-0.000417472	0
0.000481712	-0.000643104	0
0.00083864	-0.000869616	0
0.00209968	-0.001424192	0
0.004583392	-0.002109008	0
0.00795608	-0.002698432	0
0.01218976	-0.003176624	0
0.017251168	-0.003533904	0
0.02309912	-0.00376992	0
0.029680992	-0.003888896	0
0.036935008	-0.00390016	0
0.044787776	-0.003816208	0
0.053155872	-0.003650944	0
0.061947952	-0.003418272	0
0.071065456	-0.00313192	0
0.080406128	-0.002805264	0
0.089863488	-0.002451152	0
0.099329472	-0.002083312	0
0.108694432	-0.001714592	0
0.11784784	-0.00135872	0
0.126679872	-0.001027136	0
0.135082464	-0.0007304	0
0.142951424	-0.000477312	0
0.1501852	-0.000275968	0
0.156685936	-0.000128832	0
0.1623644	-0.00003432	0
0.167139984	0.000013904	0
0.170941584	0.000026752	0
0.173714112	0.000022	0
0.175418672	0.0000088	0
0.176	0	0
