0.1	0	0
0.0996718	0.0000348	0
0.0987065	0.00015	0
0.0971456	0.0003633	0
0.0950351	0.0006778	0
0.092424	0.0010869	0
0.0893624	0.001577	0
0.0859006	0.0021294	0
0.0820891	0.002722	0
0.0779774	0.0033291	0
0.0736094	0.0039227	0
0.0690231	0.0044819	0
0.0642591	0.0049941	0
0.0593616	0.0054519	0
0.0543827	0.0058523	0
0.0493818	0.0061861	0
0.0444111	0.0064366	0
0.0395145	0.0065958	0
0.0347419	0.0066605	0
0.0301405	0.0066218	0
0.0257469	0.0064769	0
0.0216027	0.0062321	0
0.017749	0.0058864	0
0.0142163	0.0054421	0
0.0110324	0.0049074	0
0.008222	0.0042928	0
0.0058053	0.0036107	0
0.0037963	0.0028784	0
0.0022057	0.0021177	0
0.0010377	0.0013592	0
0.0003007	0.0006467	0
0.0001849	0.0004803	0
0.0000814	0.0002927	0
0.0000181	0.0001214	0
0.0000005	0.0000185	0
0.0000082	-0.0000708	0
0.0000488	-0.000153	0
0.0001205	-0.0002372	0
0.0002737	-0.0003654	0
0.0004765	-0.0004941	0
0.001193	-0.0008092	0
0.0026042	-0.0011983	0
0.0045205	-0.0015332	0
0.006926	-0.0018049	0
0.0098018	-0.0020079	0
0.0131245	-0.002142	0
0.0168642	-0.0022096	0
0.0209858	-0.002216	0
0.0254476	-0.0021683	0
0.0302022	-0.0020744	0
0.0351977	-0.0019422	0
0.0403781	-0.0017795	0
0.0456853	-0.0015939	0
0.0510588	-0.0013927	0
0.0564372	-0.0011837	0
0.0617582	-0.0009742	0
0.066959	-0.000772	0
0.0719772	-0.0005836	0
0.0767514	-0.000415	0
0.0812224	-0.0002712	0
0.0853325	-0.0001568	0
0.0890261	-0.0000732	0
0.0922525	-0.0000195	0
0.0949659	0.0000079	0
0.0971259	0.0000152	0
0.0987012	0.0000125	0
0.0996697	0.000005	0
0.1	0	0
