0.05	0.000079	0
0.0475	0.000504	0
0.045	0.000905	0
0.04	0.0016395	0
0.035	0.00229	0
0.03	0.002852	0
0.025	0.0033085	0
0.02	0.003627	0
0.015	0.003751	0
0.0125	0.0037135	0
0.01	0.003586	0
0.0075	0.003341	0
0.005	0.0029265	0
0.00375	0.002625	0
0.0025	0.0022215	0
0.00125	0.001634	0
0.000625	0.0011835	0
0	0	0
0.000625	-0.0011835	0
0.00125	-0.001634	0
0.0025	-0.0022215	0
0.00375	-0.002625	0
0.005	-0.0029265	0
0.0075	-0.003341	0
0.01	-0.003586	0
0.0125	-0.0037135	0
0.015	-0.003751	0
0.02	-0.003627	0
0.025	-0.0033085	0
0.03	-0.002852	0
0.035	-0.00229	0
0.04	-0.0016395	0
0.045	-0.000905	0
0.0475	-0.000504	0
0.05	-0.000079	0
